GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QU1E001,QZZE001,QZZE002,QZZE003,QZZE004,QZZE005,QZZE006,QZZE007,QZZE008,QZZE009,QZZE010,QZZE011,NAME_M,QU1M001,QZZM001,QZZM002,QZZM003,QZZM004,QZZM005,QZZM006,QZZM007,QZZM008,QZZM009,QZZM010,QZZM011
"G1901550","2008-2012","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19155",,,"Pottawattamie County, Iowa",49941,10763,419,978,1080,1369,1399,824,764,889,2462,579,"Pottawattamie County, Iowa",1301,491,121,174,222,236,242,172,183,175,275,129
"G1901570","2008-2012","IA",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19157",,,"Poweshiek County, Iowa",50703,2016,73,134,343,187,160,152,173,141,432,221,"Poweshiek County, Iowa",2822,238,39,50,123,85,85,59,75,91,135,71
"G1901590","2008-2012","IA",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19159",,,"Ringgold County, Iowa",43655,460,58,71,79,44,43,32,4,10,53,66,"Ringgold County, Iowa",3494,73,36,33,38,22,19,21,6,8,29,24
"G1901610","2008-2012","IA",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19161",,,"Sac County, Iowa",46606,833,49,136,107,95,62,25,51,27,120,161,"Sac County, Iowa",2368,95,22,39,37,41,28,19,26,20,50,49
"G1901630","2008-2012","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19163",,,"Scott County, Iowa",53002,20341,864,1927,2874,2186,2102,1525,1213,1381,4563,1706,"Scott County, Iowa",949,747,220,342,322,310,313,325,252,270,432,271
"G1901650","2008-2012","IA",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19165",,,"Shelby County, Iowa",47731,1081,52,129,111,120,157,58,14,56,239,145,"Shelby County, Iowa",2507,150,25,61,44,55,67,42,18,37,100,53
"G1901670","2008-2012","IA",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19167",,,"Sioux County, Iowa",55252,2238,173,461,251,264,196,95,79,66,350,303,"Sioux County, Iowa",2097,243,65,151,103,104,82,52,44,36,112,96
"G1901690","2008-2012","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19169",,,"Story County, Iowa",49683,15605,410,1370,1898,1629,1370,969,868,1687,4686,718,"Story County, Iowa",1578,519,120,253,314,268,259,184,209,291,448,200
"G1901710","2008-2012","IA",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19171",,,"Tama County, Iowa",49244,1667,101,224,167,177,75,129,47,125,313,309,"Tama County, Iowa",1677,143,51,64,56,57,37,62,25,51,73,58
"G1901730","2008-2012","IA",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19173",,,"Taylor County, Iowa",42638,622,58,70,83,44,54,30,37,33,109,104,"Taylor County, Iowa",1893,80,28,25,36,19,23,24,27,18,38,37
"G1901750","2008-2012","IA",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19175",,,"Union County, Iowa",41795,1572,53,152,165,117,98,86,101,118,446,236,"Union County, Iowa",4192,174,41,62,82,53,52,47,75,66,121,85
"G1901770","2008-2012","IA",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19177",,,"Van Buren County, Iowa",41572,523,49,33,66,64,48,9,13,31,100,110,"Van Buren County, Iowa",2299,90,39,22,37,33,29,9,10,27,38,42
"G1901790","2008-2012","IA",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19179",,,"Wapello County, Iowa",41088,3756,205,355,402,370,447,411,202,272,690,402,"Wapello County, Iowa",1973,357,94,110,135,129,124,122,81,89,156,129
"G1901810","2008-2012","IA",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19181",,,"Warren County, Iowa",62778,3527,128,413,578,494,401,304,136,196,634,243,"Warren County, Iowa",2256,252,86,125,129,146,140,103,66,77,154,98
"G1901830","2008-2012","IA",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19183",,,"Washington County, Iowa",52636,2165,153,167,376,165,238,95,170,193,417,191,"Washington County, Iowa",3017,214,71,69,114,45,91,43,83,86,132,72
"G1901850","2008-2012","IA",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19185",,,"Wayne County, Iowa",38447,515,47,44,40,60,67,32,13,18,75,119,"Wayne County, Iowa",2229,83,20,29,18,35,31,18,12,13,38,40
"G1901870","2008-2012","IA",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19187",,,"Webster County, Iowa",41751,5011,364,503,652,780,507,247,307,294,1006,351,"Webster County, Iowa",1551,364,115,174,164,221,133,110,120,98,213,111
"G1901890","2008-2012","IA",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19189",,,"Winnebago County, Iowa",46438,1122,79,127,249,92,56,39,50,95,176,159,"Winnebago County, Iowa",3217,159,45,63,77,40,33,24,40,41,70,69
"G1901910","2008-2012","IA",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19191",,,"Winneshiek County, Iowa",52827,1784,68,176,287,176,164,126,158,186,236,207,"Winneshiek County, Iowa",2341,192,36,57,90,78,84,68,61,74,76,70
"G1901930","2008-2012","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19193",,,"Woodbury County, Iowa",45289,12442,512,1102,1588,1447,1108,1323,730,1105,2930,597,"Woodbury County, Iowa",1260,659,166,214,319,282,263,253,200,247,350,135
"G1901950","2008-2012","IA",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19195",,,"Worth County, Iowa",50603,652,66,85,69,84,82,25,49,32,70,90,"Worth County, Iowa",3331,114,48,39,34,40,40,20,33,17,41,42
"G1901970","2008-2012","IA",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19197",,,"Wright County, Iowa",45713,1311,139,165,172,179,71,104,70,49,203,159,"Wright County, Iowa",3028,173,58,79,65,82,43,48,39,40,61,73
"G2000010","2008-2012","KS",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20001",,,"Allen County, Kansas",39714,1298,62,35,179,99,147,128,108,128,246,166,"Allen County, Kansas",3176,155,47,22,64,54,62,80,63,63,76,64
"G2000030","2008-2012","KS",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20003",,,"Anderson County, Kansas",43060,663,90,25,19,91,71,44,85,56,87,95,"Anderson County, Kansas",4359,137,60,27,19,58,56,38,55,45,53,54
"G2000050","2008-2012","KS",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20005",,,"Atchison County, Kansas",45666,1617,115,210,145,178,191,137,83,126,215,217,"Atchison County, Kansas",5136,205,75,95,65,83,79,71,50,98,101,87
"G2000070","2008-2012","KS",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20007",,,"Barber County, Kansas",43048,560,88,34,68,51,75,15,38,14,45,132,"Barber County, Kansas",3718,90,51,20,35,26,35,14,24,14,24,42
"G2000090","2008-2012","KS",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20009",,,"Barton County, Kansas",46639,3123,245,337,427,403,362,120,137,296,488,308,"Barton County, Kansas",1897,278,81,116,130,127,136,61,70,108,154,108
"G2000110","2008-2012","KS",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20011",,,"Bourbon County, Kansas",38250,1455,99,148,194,111,187,72,109,146,207,182,"Bourbon County, Kansas",3283,200,57,76,78,55,93,42,57,92,93,61
"G2000130","2008-2012","KS",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20013",,,"Brown County, Kansas",37515,1444,98,118,181,201,140,148,61,122,208,167,"Brown County, Kansas",2198,142,46,44,83,87,62,80,39,55,65,65
"G2000150","2008-2012","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20015",,,"Butler County, Kansas",57424,5535,276,643,544,881,832,477,493,341,693,355,"Butler County, Kansas",2238,361,117,161,154,166,176,156,155,126,136,99
"G2000170","2008-2012","KS",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20017",,,"Chase County, Kansas",36434,270,4,6,52,24,18,18,9,9,43,87,"Chase County, Kansas",7308,79,5,7,42,17,15,15,8,8,28,45
"G2000190","2008-2012","KS",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20019",,,"Chautauqua County, Kansas",37039,368,16,13,75,22,23,29,21,13,42,114,"Chautauqua County, Kansas",4304,70,12,13,45,20,16,15,17,16,23,37
"G2000210","2008-2012","KS",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20021",,,"Cherokee County, Kansas",41877,1797,14,188,232,179,191,104,146,111,299,333,"Cherokee County, Kansas",2559,233,17,81,89,90,82,51,69,73,97,97
"G2000230","2008-2012","KS",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20023",,,"Cheyenne County, Kansas",39167,339,28,35,13,52,17,39,15,30,24,86,"Cheyenne County, Kansas",3898,65,25,23,14,25,17,38,15,22,19,40
"G2000250","2008-2012","KS",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20025",,,"Clark County, Kansas",39563,234,15,12,16,31,17,4,0,9,57,73,"Clark County, Kansas",8368,61,12,13,15,28,20,6,10,11,31,31
"G2000270","2008-2012","KS",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20027",,,"Clay County, Kansas",43879,833,57,27,66,206,72,128,14,28,96,139,"Clay County, Kansas",6031,151,43,24,46,102,61,79,14,34,66,86
"G2000290","2008-2012","KS",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20029",,,"Cloud County, Kansas",37382,947,56,102,75,142,140,96,30,70,122,114,"Cloud County, Kansas",2603,147,34,44,46,55,61,67,30,51,51,47
"G2000310","2008-2012","KS",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20031",,,"Coffey County, Kansas",50106,807,46,106,116,109,39,83,16,110,72,110,"Coffey County, Kansas",4249,117,28,36,60,41,18,52,11,55,32,50
"G2000330","2008-2012","KS",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20033",,,"Comanche County, Kansas",39950,206,2,28,24,18,18,43,0,3,7,63,"Comanche County, Kansas",8346,51,3,23,23,13,16,26,10,4,8,28
"G2000350","2008-2012","KS",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20035",,,"Cowley County, Kansas",41905,4218,146,623,477,427,414,367,370,202,809,383,"Cowley County, Kansas",1903,329,63,180,122,102,104,128,122,73,188,103
"G2000370","2008-2012","KS",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20037",,,"Crawford County, Kansas",36927,5638,189,398,543,384,565,634,410,480,1503,532,"Crawford County, Kansas",2100,400,105,134,158,124,142,179,141,186,257,139
"G2000390","2008-2012","KS",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20039",,,"Decatur County, Kansas",38750,260,5,53,10,13,0,28,8,69,12,62,"Decatur County, Kansas",5530,74,8,33,10,15,10,37,14,37,14,42
"G2000410","2008-2012","KS",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20041",,,"Dickinson County, Kansas",49535,2038,88,351,326,179,218,272,78,81,217,228,"Dickinson County, Kansas",2353,184,49,98,112,63,93,85,37,66,76,76
"G2000430","2008-2012","KS",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20043",,,"Doniphan County, Kansas",46346,845,75,110,150,73,78,91,49,39,52,128,"Doniphan County, Kansas",2667,106,38,43,54,23,39,31,26,25,24,53
"G2000450","2008-2012","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20045",,,"Douglas County, Kansas",48395,21086,478,1473,2270,2581,2319,1291,1167,1693,6822,992,"Douglas County, Kansas",1781,608,168,290,328,352,340,261,282,293,505,186
"G2000470","2008-2012","KS",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20047",,,"Edwards County, Kansas",43953,291,34,28,8,37,4,20,18,24,52,66,"Edwards County, Kansas",3661,57,19,17,9,26,5,20,12,17,27,34
"G2000490","2008-2012","KS",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20049",,,"Elk County, Kansas",33239,236,21,24,25,12,37,22,17,13,13,52,"Elk County, Kansas",2679,64,16,17,15,10,20,18,19,14,16,27
"G2000510","2008-2012","KS",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20051",,,"Ellis County, Kansas",44253,4221,141,295,517,482,586,331,211,421,926,311,"Ellis County, Kansas",2339,355,77,109,190,191,152,146,117,161,234,123
"G2000530","2008-2012","KS",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20053",,,"Ellsworth County, Kansas",46350,634,29,120,56,67,51,58,16,33,57,147,"Ellsworth County, Kansas",5367,124,24,84,36,41,30,46,13,23,40,72
"G2000550","2008-2012","KS",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20055",,,"Finney County, Kansas",49617,4207,368,553,671,558,401,182,211,306,592,365,"Finney County, Kansas",2951,331,157,180,177,165,139,83,102,122,159,141
"G2000570","2008-2012","KS",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20057",,,"Ford County, Kansas",50577,3928,396,577,650,423,496,116,115,136,601,418,"Ford County, Kansas",2008,414,156,167,266,142,186,66,69,78,185,158
"G2000590","2008-2012","KS",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20059",,,"Franklin County, Kansas",50240,2965,87,293,390,404,266,394,126,135,541,329,"Franklin County, Kansas",2650,266,60,127,109,128,96,130,61,84,161,124
"G2000610","2008-2012","KS",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20061",,,"Geary County, Kansas",47879,6384,190,553,748,974,1155,382,475,333,864,710,"Geary County, Kansas",1442,321,87,144,165,182,228,108,141,143,188,152
"G2000630","2008-2012","KS",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20063",,,"Gove County, Kansas",44426,218,18,35,19,28,13,12,9,8,10,66,"Gove County, Kansas",3541,43,10,15,12,17,10,9,10,6,12,26
"G2000650","2008-2012","KS",,,"Kansas","20","Graham County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20065",,,"Graham County, Kansas",43929,223,25,27,38,26,5,17,8,4,45,28,"Graham County, Kansas",4841,53,15,17,20,20,6,14,7,6,25,18
"G2000670","2008-2012","KS",,,"Kansas","20","Grant County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20067",,,"Grant County, Kansas",53800,665,28,74,141,46,52,149,49,11,68,47,"Grant County, Kansas",10784,155,37,57,83,54,56,114,58,18,70,40
"G2000690","2008-2012","KS",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20069",,,"Gray County, Kansas",55000,534,76,66,89,87,0,35,7,34,33,107,"Gray County, Kansas",4295,83,33,30,36,47,15,26,11,19,19,40
"G2000710","2008-2012","KS",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20071",,,"Greeley County, Kansas",52212,108,14,33,2,8,0,0,3,17,0,31,"Greeley County, Kansas",10201,42,13,24,4,8,10,10,6,23,10,20
"G2000730","2008-2012","KS",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20073",,,"Greenwood County, Kansas",39145,779,53,31,151,54,51,45,45,52,112,185,"Greenwood County, Kansas",2396,128,46,27,67,34,33,24,34,34,48,49
"G2000750","2008-2012","KS",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20075",,,"Hamilton County, Kansas",43125,268,34,22,41,33,12,26,0,3,15,82,"Hamilton County, Kansas",5171,69,30,23,29,30,14,21,10,5,12,44
"G2000770","2008-2012","KS",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20077",,,"Harper County, Kansas",38340,740,37,93,76,112,154,41,4,4,153,66,"Harper County, Kansas",3846,101,23,46,49,42,64,25,5,5,68,25
"G2000790","2008-2012","KS",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20079",,,"Harvey County, Kansas",49075,3502,113,360,343,428,380,324,191,281,793,289,"Harvey County, Kansas",2160,308,70,123,133,136,109,121,84,126,169,103
"G2000810","2008-2012","KS",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20081",,,"Haskell County, Kansas",52688,354,25,102,21,31,15,9,16,23,33,79,"Haskell County, Kansas",6212,63,19,40,15,22,13,10,17,17,24,28
"G2000830","2008-2012","KS",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20083",,,"Hodgeman County, Kansas",44318,168,12,9,37,15,21,20,0,5,18,31,"Hodgeman County, Kansas",4834,45,12,10,25,15,22,15,10,6,11,16
"G2000850","2008-2012","KS",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20085",,,"Jackson County, Kansas",54710,1209,69,207,187,144,164,103,27,31,142,135,"Jackson County, Kansas",2666,155,45,66,72,61,79,56,18,28,51,49
"G2000870","2008-2012","KS",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20087",,,"Jefferson County, Kansas",58434,1063,73,90,210,86,121,55,36,87,207,98,"Jefferson County, Kansas",3668,145,42,54,76,41,52,36,30,49,71,39
"G2000890","2008-2012","KS",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20089",,,"Jewell County, Kansas",38462,312,35,72,36,7,30,9,11,9,27,76,"Jewell County, Kansas",3444,50,22,38,21,6,16,8,8,8,15,28
"G2000910","2008-2012","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20091",,,"Johnson County, Kansas",75139,62203,2431,6492,9578,9099,7092,5288,3277,4962,11454,2530,"Johnson County, Kansas",748,1157,348,545,719,621,645,631,349,489,816,387
"G2000930","2008-2012","KS",,,"Kansas","20","Kearny County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20093",,,"Kearny County, Kansas",47069,339,66,80,44,33,6,15,0,14,7,74,"Kearny County, Kansas",6394,86,41,57,28,29,10,19,10,15,9,44
"G2000950","2008-2012","KS",,,"Kansas","20","Kingman County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20095",,,"Kingman County, Kansas",47801,851,58,148,86,126,72,15,3,43,95,205,"Kingman County, Kansas",4857,117,37,67,54,62,59,16,4,39,59,77
"G2000970","2008-2012","KS",,,"Kansas","20","Kiowa County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20097",,,"Kiowa County, Kansas",41574,344,9,20,39,35,52,21,28,20,55,65,"Kiowa County, Kansas",4163,59,9,9,22,22,25,19,21,15,28,33
"G2000990","2008-2012","KS",,,"Kansas","20","Labette County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20099",,,"Labette County, Kansas",40117,2625,81,366,313,362,169,200,178,176,435,345,"Labette County, Kansas",2139,243,40,127,100,104,57,80,86,84,115,100
"G2001010","2008-2012","KS",,,"Kansas","20","Lane County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20101",,,"Lane County, Kansas",49063,192,26,33,43,7,17,4,2,0,23,37,"Lane County, Kansas",10067,43,22,26,26,9,17,5,3,10,22,23
"G2001030","2008-2012","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20103",,,"Leavenworth County, Kansas",62035,8479,348,747,1168,1369,1180,487,477,409,1799,495,"Leavenworth County, Kansas",1953,478,133,189,229,261,241,134,173,128,304,120
"G2001050","2008-2012","KS",,,"Kansas","20","Lincoln County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20105",,,"Lincoln County, Kansas",41250,292,33,31,23,26,34,9,13,3,33,87,"Lincoln County, Kansas",3984,47,27,17,17,14,18,7,12,4,24,29
"G2001070","2008-2012","KS",,,"Kansas","20","Linn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20107",,,"Linn County, Kansas",44771,751,47,59,95,97,104,60,58,36,89,106,"Linn County, Kansas",3109,137,29,31,54,51,69,37,54,27,47,58
"G2001090","2008-2012","KS",,,"Kansas","20","Logan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20109",,,"Logan County, Kansas",46047,352,15,36,13,46,34,22,0,16,45,125,"Logan County, Kansas",5172,64,21,24,12,43,32,19,10,16,29,58
"G2001110","2008-2012","KS",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20111",,,"Lyon County, Kansas",38877,5152,81,494,682,477,762,400,228,345,1291,392,"Lyon County, Kansas",2276,344,46,134,171,149,168,134,111,135,243,121
"G2001130","2008-2012","KS",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20113",,,"McPherson County, Kansas",54171,2645,198,452,445,258,260,240,121,127,291,253,"McPherson County, Kansas",1908,247,75,135,119,93,89,103,69,74,90,96
"G2001150","2008-2012","KS",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20115",,,"Marion County, Kansas",45323,1035,77,60,198,60,160,65,66,40,141,168,"Marion County, Kansas",2578,114,39,35,72,40,65,33,43,25,53,54
"G2001170","2008-2012","KS",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20117",,,"Marshall County, Kansas",41867,1004,84,145,156,95,106,53,30,40,126,169,"Marshall County, Kansas",3357,131,43,51,62,60,58,34,32,29,60,55
"G2001190","2008-2012","KS",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20119",,,"Meade County, Kansas",49846,522,43,83,89,91,19,45,15,46,34,57,"Meade County, Kansas",3068,93,26,36,37,50,17,31,16,29,17,27
"G2001210","2008-2012","KS",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20121",,,"Miami County, Kansas",61272,2325,72,140,209,367,163,160,153,141,642,278,"Miami County, Kansas",4404,313,56,79,106,142,92,102,85,75,166,106
"G2001230","2008-2012","KS",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20123",,,"Mitchell County, Kansas",48046,713,87,84,164,90,51,28,14,18,97,80,"Mitchell County, Kansas",4093,123,53,58,100,45,37,36,23,24,53,43
"G2001250","2008-2012","KS",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20125",,,"Montgomery County, Kansas",41073,3994,193,312,460,598,289,325,244,288,972,313,"Montgomery County, Kansas",1947,322,77,96,130,173,99,104,96,94,209,107
"G2001270","2008-2012","KS",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20127",,,"Morris County, Kansas",45000,551,27,73,62,90,35,53,37,43,32,99,"Morris County, Kansas",3367,88,28,37,36,49,23,36,25,34,24,45
"G2001290","2008-2012","KS",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20129",,,"Morton County, Kansas",44198,336,29,49,15,36,25,59,9,38,13,63,"Morton County, Kansas",5869,83,29,32,18,32,20,54,12,35,14,30
"G2001310","2008-2012","KS",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20131",,,"Nemaha County, Kansas",46901,835,64,105,140,67,47,67,1,96,107,141,"Nemaha County, Kansas",3446,106,34,42,57,31,29,33,3,50,48,47
"G2001330","2008-2012","KS",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20133",,,"Neosho County, Kansas",40829,1791,77,236,265,184,85,259,68,158,283,176,"Neosho County, Kansas",1790,184,49,94,103,77,42,107,32,88,97,65
"G2001350","2008-2012","KS",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20135",,,"Ness County, Kansas",47870,236,41,23,10,38,19,6,9,15,22,53,"Ness County, Kansas",5009,52,19,16,9,27,19,6,11,15,19,24
"G2001370","2008-2012","KS",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20137",,,"Norton County, Kansas",42776,587,63,105,88,31,92,44,45,68,15,36,"Norton County, Kansas",8461,149,49,76,60,37,51,39,45,52,17,30
"G2001390","2008-2012","KS",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20139",,,"Osage County, Kansas",50243,1371,59,149,195,201,159,130,98,75,178,127,"Osage County, Kansas",2061,163,31,66,66,73,54,46,44,39,69,46
"G2001410","2008-2012","KS",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20141",,,"Osborne County, Kansas",38561,292,39,18,27,36,19,11,17,29,36,60,"Osborne County, Kansas",3837,55,21,12,16,23,10,12,12,21,19,26
