GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AH1PE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH1PM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
"G1801030","2013-2017","IN",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18103",,,"Miami County, Indiana",46666,4006,255,427,556,405,299,342,322,194,646,560,"Miami County, Indiana",2064,372,110,137,153,126,89,141,126,75,125,201
"G1801050","2013-2017","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18105",,,"Monroe County, Indiana",45689,25221,819,1309,2491,2404,2002,1937,1601,1901,8609,2148,"Monroe County, Indiana",1794,844,237,245,378,385,309,311,357,385,601,370
"G1801070","2013-2017","IN",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18107",,,"Montgomery County, Indiana",53075,4251,221,669,627,494,450,415,248,200,669,258,"Montgomery County, Indiana",1710,358,101,193,176,162,142,155,132,78,172,97
"G1801090","2013-2017","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18109",,,"Morgan County, Indiana",60317,6042,268,638,932,829,799,466,235,345,1069,461,"Morgan County, Indiana",1658,441,123,201,184,182,195,119,98,115,197,149
"G1801110","2013-2017","IN",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18111",,,"Newton County, Indiana",52193,1381,81,249,191,143,83,110,57,82,107,278,"Newton County, Indiana",2907,174,44,101,77,69,36,54,29,35,55,117
"G1801130","2013-2017","IN",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18113",,,"Noble County, Indiana",52393,4662,335,578,520,617,497,478,245,282,680,430,"Noble County, Indiana",2082,368,126,172,128,154,135,138,114,106,193,112
"G1801150","2013-2017","IN",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18115",,,"Ohio County, Indiana",58359,520,68,55,79,75,63,14,34,5,82,45,"Ohio County, Indiana",3753,90,45,33,51,37,44,12,29,10,41,34
"G1801170","2013-2017","IN",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18117",,,"Orange County, Indiana",42803,1930,67,159,332,189,257,132,97,102,296,299,"Orange County, Indiana",5080,222,39,54,91,70,120,57,44,52,114,102
"G1801190","2013-2017","IN",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18119",,,"Owen County, Indiana",48315,1789,43,315,179,166,176,140,72,169,188,341,"Owen County, Indiana",3186,210,30,113,73,59,53,81,49,95,81,112
"G1801210","2013-2017","IN",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18121",,,"Parke County, Indiana",44643,1391,160,70,117,140,103,91,83,112,171,344,"Parke County, Indiana",4328,271,83,36,65,79,48,57,63,73,76,164
"G1801230","2013-2017","IN",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18123",,,"Perry County, Indiana",49689,1695,93,142,154,278,174,78,78,173,246,279,"Perry County, Indiana",3628,195,72,58,62,116,77,41,52,94,82,90
"G1801250","2013-2017","IN",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18125",,,"Pike County, Indiana",50196,877,22,120,101,141,119,58,46,34,80,156,"Pike County, Indiana",3188,125,22,62,41,72,45,37,32,22,39,63
"G1801270","2013-2017","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18127",,,"Porter County, Indiana",65979,15549,546,1533,2040,1752,1764,986,877,1253,3776,1022,"Porter County, Indiana",1797,712,162,257,333,327,295,226,233,267,508,271
"G1801290","2013-2017","IN",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18129",,,"Posey County, Indiana",60992,1718,99,184,200,129,219,47,81,157,347,255,"Posey County, Indiana",2225,223,57,83,117,44,76,46,50,83,119,96
"G1801310","2013-2017","IN",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18131",,,"Pulaski County, Indiana",47633,1252,107,64,140,155,72,107,29,24,251,303,"Pulaski County, Indiana",4015,165,53,42,56,64,50,54,24,23,100,97
"G1801330","2013-2017","IN",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18133",,,"Putnam County, Indiana",55295,3469,361,629,331,501,388,219,209,192,418,221,"Putnam County, Indiana",2952,346,153,211,106,162,143,99,97,91,138,101
"G1801350","2013-2017","IN",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18135",,,"Randolph County, Indiana",44985,2531,88,381,329,358,225,165,178,73,423,311,"Randolph County, Indiana",2176,255,59,106,128,104,87,62,74,39,99,83
"G1801370","2013-2017","IN",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18137",,,"Ripley County, Indiana",53698,2601,81,237,357,378,330,223,100,137,459,299,"Ripley County, Indiana",1431,230,48,86,127,115,103,100,51,55,133,101
"G1801390","2013-2017","IN",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18139",,,"Rush County, Indiana",47955,1830,162,224,201,159,169,157,58,199,308,193,"Rush County, Indiana",3688,223,78,88,81,71,71,70,47,93,111,74
"G1801410","2013-2017","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18141",,,"St. Joseph County, Indiana",48121,32333,1301,2693,3858,3828,3717,2293,1797,2547,6871,3428,"St. Joseph County, Indiana",1178,915,271,349,413,388,444,312,355,373,580,436
"G1801430","2013-2017","IN",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18143",,,"Scott County, Indiana",49243,2224,40,180,328,319,286,272,66,103,330,300,"Scott County, Indiana",3702,319,33,101,136,126,142,124,48,54,122,130
"G1801450","2013-2017","IN",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18145",,,"Shelby County, Indiana",57216,4678,191,638,628,506,463,490,309,344,728,381,"Shelby County, Indiana",2445,377,95,185,141,164,127,159,142,162,203,123
"G1801470","2013-2017","IN",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18147",,,"Spencer County, Indiana",55280,1457,77,186,233,227,155,111,54,50,212,152,"Spencer County, Indiana",2922,198,43,66,87,71,74,50,33,37,90,66
"G1801490","2013-2017","IN",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18149",,,"Starke County, Indiana",45526,1742,55,232,239,175,123,116,59,98,268,377,"Starke County, Indiana",2743,181,26,72,80,70,58,56,39,54,96,110
"G1801510","2013-2017","IN",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18151",,,"Steuben County, Indiana",52749,3067,217,301,659,307,378,379,116,165,252,293,"Steuben County, Indiana",2174,329,108,127,193,126,121,129,52,91,105,97
"G1801530","2013-2017","IN",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18153",,,"Sullivan County, Indiana",45031,2073,139,181,190,106,120,200,98,60,550,429,"Sullivan County, Indiana",3877,266,74,131,82,54,74,86,65,38,178,149
"G1801550","2013-2017","IN",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18155",,,"Switzerland County, Indiana",43468,1254,59,182,251,117,189,88,23,85,196,64,"Switzerland County, Indiana",5649,197,38,85,95,62,72,54,22,61,87,39
"G1801570","2013-2017","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18157",,,"Tippecanoe County, Indiana",50486,31511,676,2763,3613,3318,2922,2662,2050,2573,8779,2155,"Tippecanoe County, Indiana",996,895,197,433,459,407,378,416,372,421,663,367
"G1801590","2013-2017","IN",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18159",,,"Tipton County, Indiana",53931,1294,86,109,132,81,150,165,24,43,180,324,"Tipton County, Indiana",2184,220,69,69,89,58,79,108,22,36,97,128
"G1801610","2013-2017","IN",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18161",,,"Union County, Indiana",45531,784,31,37,116,121,74,67,58,118,118,44,"Union County, Indiana",3293,148,30,31,42,62,48,40,39,68,68,32
"G1801630","2013-2017","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18163",,,"Vanderburgh County, Indiana",44815,26934,889,2299,2729,3158,2702,2252,1880,2437,6566,2022,"Vanderburgh County, Indiana",1408,847,217,348,432,373,325,348,319,367,583,348
"G1801650","2013-2017","IN",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18165",,,"Vermillion County, Indiana",45440,1631,78,155,231,208,170,124,86,48,211,320,"Vermillion County, Indiana",2242,207,55,73,101,87,85,72,49,35,76,132
"G1801670","2013-2017","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18167",,,"Vigo County, Indiana",42030,16256,572,1403,1808,1289,1615,1231,1115,1438,4176,1609,"Vigo County, Indiana",1275,789,158,260,329,259,287,214,248,308,501,261
"G1801690","2013-2017","IN",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18169",,,"Wabash County, Indiana",49052,3353,269,398,431,319,183,246,222,218,623,444,"Wabash County, Indiana",1738,277,97,121,124,122,75,102,90,91,193,109
"G1801710","2013-2017","IN",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18171",,,"Warren County, Indiana",58950,545,24,19,107,74,30,30,32,48,88,93,"Warren County, Indiana",2984,88,20,14,50,35,17,21,20,23,37,47
"G1801730","2013-2017","IN",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18173",,,"Warrick County, Indiana",66080,4624,148,458,670,505,503,488,237,486,746,383,"Warrick County, Indiana",2162,475,75,189,208,148,148,174,129,201,252,140
"G1801750","2013-2017","IN",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18175",,,"Washington County, Indiana",46861,2536,104,240,348,203,309,151,189,79,423,490,"Washington County, Indiana",2738,302,55,83,128,92,127,86,91,41,120,134
"G1801770","2013-2017","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18177",,,"Wayne County, Indiana",41813,8606,261,736,916,980,1222,993,541,643,1595,719,"Wayne County, Indiana",1479,523,105,152,202,226,252,201,163,187,269,158
"G1801790","2013-2017","IN",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18179",,,"Wells County, Indiana",53038,2255,86,307,295,228,262,195,234,129,347,172,"Wells County, Indiana",2386,260,60,114,135,90,104,73,116,58,114,83
"G1801810","2013-2017","IN",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18181",,,"White County, Indiana",51404,2100,131,204,272,317,133,165,67,242,262,307,"White County, Indiana",3174,227,83,80,110,120,57,71,52,113,95,121
"G1801830","2013-2017","IN",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18183",,,"Whitley County, Indiana",57041,2758,207,546,232,336,216,362,118,255,287,199,"Whitley County, Indiana",2694,273,113,173,81,153,84,162,72,108,101,93
"G1900010","2013-2017","IA",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19001",,,"Adair County, Iowa",49477,750,63,72,118,109,36,75,14,38,104,121,"Adair County, Iowa",2633,106,40,29,45,49,17,37,11,29,43,49
"G1900030","2013-2017","IA",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19003",,,"Adams County, Iowa",49745,367,17,63,43,40,21,15,3,20,20,125,"Adams County, Iowa",3996,70,11,28,23,18,15,15,4,16,18,49
"G1900050","2013-2017","IA",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19005",,,"Allamakee County, Iowa",47895,1420,151,211,77,216,163,77,71,93,149,212,"Allamakee County, Iowa",3365,175,67,65,51,92,82,40,42,52,65,63
"G1900070","2013-2017","IA",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19007",,,"Appanoose County, Iowa",40377,1296,73,173,87,168,168,117,55,73,187,195,"Appanoose County, Iowa",2415,167,50,87,50,65,80,51,38,43,64,68
"G1900090","2013-2017","IA",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19009",,,"Audubon County, Iowa",48750,577,54,46,98,40,44,53,16,29,67,130,"Audubon County, Iowa",2762,99,27,21,36,25,30,34,13,23,28,52
"G1900110","2013-2017","IA",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19011",,,"Benton County, Iowa",64061,1865,94,256,150,273,334,89,81,80,270,238,"Benton County, Iowa",3365,186,38,87,61,86,129,44,51,45,88,84
"G1900130","2013-2017","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19013",,,"Black Hawk County, Iowa",50916,17954,906,1879,2012,2012,1806,1449,810,1506,4541,1033,"Black Hawk County, Iowa",994,708,192,312,264,290,308,277,182,262,428,239
"G1900150","2013-2017","IA",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19015",,,"Boone County, Iowa",57906,2695,209,267,255,487,312,287,119,159,365,235,"Boone County, Iowa",3321,235,109,110,107,136,120,128,59,90,113,86
"G1900170","2013-2017","IA",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19017",,,"Bremer County, Iowa",65440,1755,195,282,208,122,168,144,52,57,358,169,"Bremer County, Iowa",2649,192,58,92,66,45,47,56,34,27,106,50
"G1900190","2013-2017","IA",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19019",,,"Buchanan County, Iowa",59348,1683,129,245,250,174,219,101,60,120,179,206,"Buchanan County, Iowa",3103,184,51,82,84,72,74,66,35,74,58,63
"G1900210","2013-2017","IA",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19021",,,"Buena Vista County, Iowa",52784,2556,154,369,337,457,281,137,123,103,309,286,"Buena Vista County, Iowa",1870,236,64,120,94,152,124,71,63,70,121,90
"G1900230","2013-2017","IA",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19023",,,"Butler County, Iowa",53937,1331,118,226,237,128,154,63,57,98,122,128,"Butler County, Iowa",1971,114,49,58,69,43,54,29,26,36,48,35
"G1900250","2013-2017","IA",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19025",,,"Calhoun County, Iowa",46302,970,52,105,173,73,53,83,64,72,152,143,"Calhoun County, Iowa",3680,120,23,38,85,29,23,38,29,41,52,36
"G1900270","2013-2017","IA",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19027",,,"Carroll County, Iowa",54563,2158,181,197,211,209,252,208,123,135,389,253,"Carroll County, Iowa",2886,211,82,80,85,106,99,72,60,61,125,87
"G1900290","2013-2017","IA",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19029",,,"Cass County, Iowa",45637,1855,102,217,269,230,226,150,28,210,201,222,"Cass County, Iowa",3680,192,47,91,93,78,84,64,22,96,68,101
"G1900310","2013-2017","IA",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19031",,,"Cedar County, Iowa",62555,1566,193,268,206,193,109,82,69,66,97,283,"Cedar County, Iowa",1614,198,75,81,79,72,50,45,40,36,40,108
"G1900330","2013-2017","IA",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19033",,,"Cerro Gordo County, Iowa",50569,5967,325,834,641,840,689,518,208,379,1034,499,"Cerro Gordo County, Iowa",2060,370,121,233,146,209,193,150,91,137,214,132
"G1900350","2013-2017","IA",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19035",,,"Cherokee County, Iowa",53998,1246,66,179,331,74,106,43,146,87,47,167,"Cherokee County, Iowa",3616,171,39,106,145,55,69,31,94,65,29,80
"G1900370","2013-2017","IA",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19037",,,"Chickasaw County, Iowa",50688,1158,75,154,153,146,92,108,68,46,170,146,"Chickasaw County, Iowa",3491,168,34,67,69,63,42,61,44,28,90,72
"G1900390","2013-2017","IA",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19039",,,"Clarke County, Iowa",49718,1226,81,89,215,205,67,62,35,198,186,88,"Clarke County, Iowa",3191,179,49,68,111,120,55,54,31,115,102,46
"G1900410","2013-2017","IA",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19041",,,"Clay County, Iowa",48978,2237,116,269,251,320,279,118,107,288,274,215,"Clay County, Iowa",4257,253,82,111,103,146,156,66,87,128,120,101
"G1900430","2013-2017","IA",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19043",,,"Clayton County, Iowa",51114,1857,163,143,295,275,125,157,68,115,293,223,"Clayton County, Iowa",2880,179,56,46,82,79,42,53,29,50,75,57
"G1900450","2013-2017","IA",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19045",,,"Clinton County, Iowa",50295,5118,303,537,491,527,456,383,232,432,1242,515,"Clinton County, Iowa",2832,362,99,144,130,173,134,141,102,148,252,142
"G1900470","2013-2017","IA",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19047",,,"Crawford County, Iowa",51091,1776,258,179,209,163,180,110,75,69,181,352,"Crawford County, Iowa",3288,249,94,139,103,81,136,102,52,41,72,129
"G1900490","2013-2017","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19049",,,"Dallas County, Iowa",82719,7803,403,1057,1114,1036,852,720,549,522,1175,375,"Dallas County, Iowa",3270,512,164,242,259,257,191,266,184,150,248,113
"G1900510","2013-2017","IA",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19051",,,"Davis County, Iowa",52390,611,38,32,76,67,71,57,0,53,85,132,"Davis County, Iowa",4489,105,22,24,46,31,41,34,13,38,44,67
"G1900530","2013-2017","IA",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19053",,,"Decatur County, Iowa",41042,1066,44,166,88,81,78,121,80,40,186,182,"Decatur County, Iowa",3857,127,30,76,37,39,32,51,49,24,60,68
"G1900550","2013-2017","IA",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19055",,,"Delaware County, Iowa",60534,1231,66,235,110,112,179,80,61,68,163,157,"Delaware County, Iowa",3595,199,49,105,52,54,97,53,46,44,68,64
"G1900570","2013-2017","IA",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19057",,,"Des Moines County, Iowa",47524,4677,137,678,441,512,481,444,279,327,1109,269,"Des Moines County, Iowa",1795,367,66,187,117,190,122,132,98,100,213,98
"G1900590","2013-2017","IA",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19059",,,"Dickinson County, Iowa",59889,1939,212,168,229,260,200,117,70,172,403,108,"Dickinson County, Iowa",2921,259,127,88,86,83,101,54,45,80,140,32
"G1900610","2013-2017","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19061",,,"Dubuque County, Iowa",59150,10600,429,1043,1492,1520,880,874,479,880,2340,663,"Dubuque County, Iowa",1287,511,115,209,234,248,168,188,124,184,224,165
"G1900630","2013-2017","IA",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19063",,,"Emmet County, Iowa",47419,933,74,78,104,144,48,65,67,98,128,127,"Emmet County, Iowa",5869,161,52,46,55,64,33,29,38,66,67,56
"G1900650","2013-2017","IA",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19065",,,"Fayette County, Iowa",48412,2015,83,255,284,256,135,166,104,197,381,154,"Fayette County, Iowa",2550,191,34,77,71,76,58,57,55,83,106,40
"G1900670","2013-2017","IA",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19067",,,"Floyd County, Iowa",48607,1908,112,244,245,119,168,226,42,194,394,164,"Floyd County, Iowa",3763,239,53,99,113,67,103,93,34,92,119,55
"G1900690","2013-2017","IA",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19069",,,"Franklin County, Iowa",48172,1158,126,157,170,117,120,52,23,59,178,156,"Franklin County, Iowa",3111,129,54,59,88,68,52,32,21,49,76,69
"G1900710","2013-2017","IA",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19071",,,"Fremont County, Iowa",54430,746,46,87,124,75,49,65,55,64,55,126,"Fremont County, Iowa",3310,103,17,29,43,28,20,31,31,29,29,43
"G1900730","2013-2017","IA",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19073",,,"Greene County, Iowa",52529,1010,54,125,123,116,68,28,65,60,173,198,"Greene County, Iowa",3835,147,31,56,50,55,33,23,43,33,71,58
"G1900750","2013-2017","IA",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19075",,,"Grundy County, Iowa",65170,1012,98,135,116,118,86,55,30,81,128,165,"Grundy County, Iowa",2260,110,33,56,37,41,37,26,17,42,46,55
"G1900770","2013-2017","IA",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19077",,,"Guthrie County, Iowa",56306,868,84,86,140,97,79,62,37,31,150,102,"Guthrie County, Iowa",1850,108,35,27,64,39,49,29,23,19,44,36
"G1900790","2013-2017","IA",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19079",,,"Hamilton County, Iowa",55836,1807,83,218,311,166,129,84,53,94,295,374,"Hamilton County, Iowa",3493,231,53,83,107,88,55,40,41,43,114,116
"G1900810","2013-2017","IA",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19081",,,"Hancock County, Iowa",57840,1052,106,70,151,95,126,24,96,68,151,165,"Hancock County, Iowa",2889,143,60,34,65,45,55,20,54,46,55,63
"G1900830","2013-2017","IA",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19083",,,"Hardin County, Iowa",52207,1700,151,304,210,214,137,109,70,78,203,224,"Hardin County, Iowa",1841,162,51,87,52,69,54,46,33,48,69,71
